,loyalty_timestamp,location,price,loyaltynum,date,category
661,01/09/2014,Abila Zacharo,8.6,L6886,2014-01-09,Leisure and Tourism
662,01/09/2014,Hippokampos,9.13,L6886,2014-01-09,Leisure and Tourism
663,01/09/2014,Jack's Magical Beans,17.43,L6886,2014-01-09,Food and Beverage
664,01/10/2014,Hallowed Grounds,6.87,L5777,2014-01-10,Food and Beverage
665,01/10/2014,Bean There Done That,15.39,L7783,2014-01-10,Food and Beverage
666,01/10/2014,Gelatogalore,26.15,L7783,2014-01-10,Food and Beverage
667,01/10/2014,Hippokampos,28.22,L7783,2014-01-10,Leisure and Tourism
668,01/10/2014,Bean There Done That,3.92,L3191,2014-01-10,Food and Beverage
669,01/10/2014,Guy's Gyros,31.5,L3191,2014-01-10,Food and Beverage
670,01/10/2014,Brewed Awakenings,13.82,L4164,2014-01-10,Food and Beverage
671,01/10/2014,Hippokampos,10.48,L4164,2014-01-10,Leisure and Tourism
672,01/10/2014,Katerina’s Café,34.76,L4164,2014-01-10,Food and Beverage
673,01/10/2014,Abila Zacharo,33.33,L6267,2014-01-10,Leisure and Tourism
674,01/10/2014,Jack's Magical Beans,15.69,L6267,2014-01-10,Food and Beverage
675,01/10/2014,Ouzeri Elian,19.92,L6267,2014-01-10,Leisure and Tourism
676,01/10/2014,Coffee Cameleon,8.51,L1682,2014-01-10,Food and Beverage
677,01/10/2014,Guy's Gyros,15.93,L1682,2014-01-10,Food and Beverage
678,01/10/2014,Octavio's Office Supplies,64.51,L1682,2014-01-10,Retail and Services
679,01/10/2014,Brew've Been Served,14.45,L1485,2014-01-10,Food and Beverage
680,01/10/2014,Ouzeri Elian,35.24,L1485,2014-01-10,Leisure and Tourism
681,01/10/2014,Brewed Awakenings,6.17,L5947,2014-01-10,Food and Beverage
682,01/10/2014,Hallowed Grounds,10.34,L6119,2014-01-10,Food and Beverage
683,01/10/2014,Ouzeri Elian,25.98,L6119,2014-01-10,Leisure and Tourism
684,01/10/2014,Bean There Done That,13.41,L3014,2014-01-10,Food and Beverage
685,01/10/2014,Ouzeri Elian,15.25,L3014,2014-01-10,Leisure and Tourism
686,01/10/2014,Brewed Awakenings,13.9,L2070,2014-01-10,Food and Beverage
687,01/10/2014,Hippokampos,30.63,L2070,2014-01-10,Leisure and Tourism
688,01/10/2014,Hippokampos,17.21,L2070,2014-01-10,Leisure and Tourism
689,01/10/2014,Bean There Done That,18.67,L4149,2014-01-10,Food and Beverage
690,01/10/2014,Guy's Gyros,31.05,L4149,2014-01-10,Food and Beverage
691,01/10/2014,Hallowed Grounds,10.76,L6544,2014-01-10,Food and Beverage
692,01/10/2014,Katerina’s Café,37.62,L6544,2014-01-10,Food and Beverage
693,01/10/2014,Abila Zacharo,8.22,L4424,2014-01-10,Leisure and Tourism
694,01/10/2014,Hallowed Grounds,12.03,L4424,2014-01-10,Food and Beverage
695,01/10/2014,Abila Zacharo,36.38,L5259,2014-01-10,Leisure and Tourism
696,01/10/2014,Brew've Been Served,3.03,L5259,2014-01-10,Food and Beverage
697,01/10/2014,Shoppers' Delight,279.53,L5259,2014-01-10,Retail and Services
698,01/10/2014,Brew've Been Served,3.44,L3800,2014-01-10,Food and Beverage
699,01/10/2014,Frydos Autosupply n' More,217.08,L3800,2014-01-10,Manufacturing and Construction
700,01/10/2014,Guy's Gyros,26.68,L3800,2014-01-10,Food and Beverage
701,01/10/2014,Hallowed Grounds,8.34,L5553,2014-01-10,Food and Beverage
702,01/10/2014,Ouzeri Elian,30.93,L5553,2014-01-10,Leisure and Tourism
703,01/10/2014,Albert's Fine Clothing,126.13,L3366,2014-01-10,Retail and Services
704,01/10/2014,Bean There Done That,9.3,L3366,2014-01-10,Food and Beverage
705,01/10/2014,Katerina’s Café,25.62,L3366,2014-01-10,Food and Beverage
706,01/10/2014,Brew've Been Served,15.85,L8148,2014-01-10,Food and Beverage
707,01/10/2014,Guy's Gyros,26.76,L8148,2014-01-10,Food and Beverage
708,01/10/2014,Guy's Gyros,23.61,L8148,2014-01-10,Food and Beverage
709,01/10/2014,Carlyle Chemical Inc.,227.81,L5924,2014-01-10,Retail and Services
710,01/10/2014,Nationwide Refinery,2262.73,L5924,2014-01-10,Transportation and Heavy Industry
711,01/10/2014,Stewart and Sons Fabrication,4195.49,L5924,2014-01-10,Manufacturing and Construction
712,01/10/2014,Brew've Been Served,5.89,L3572,2014-01-10,Food and Beverage
713,01/10/2014,Brew've Been Served,5.01,L2490,2014-01-10,Food and Beverage
714,01/10/2014,Kalami Kafenion,35.69,L2490,2014-01-10,Food and Beverage
715,01/10/2014,Brew've Been Served,12.64,L2169,2014-01-10,Food and Beverage
716,01/10/2014,General Grocer,227.28,L2169,2014-01-10,Retail and Services
717,01/10/2014,Kalami Kafenion,24.3,L2169,2014-01-10,Food and Beverage
718,01/10/2014,Nationwide Refinery,1552.82,L9633,2014-01-10,Transportation and Heavy Industry
719,01/10/2014,Stewart and Sons Fabrication,4074.1,L9633,2014-01-10,Manufacturing and Construction
720,01/10/2014,Carlyle Chemical Inc.,3489.36,L8477,2014-01-10,Retail and Services
721,01/10/2014,Katerina’s Café,24.33,L9637,2014-01-10,Food and Beverage
722,01/10/2014,Abila Zacharo,36.73,L8012,2014-01-10,Leisure and Tourism
723,01/10/2014,Hallowed Grounds,11.49,L8012,2014-01-10,Food and Beverage
724,01/10/2014,Jack's Magical Beans,16.29,L3288,2014-01-10,Food and Beverage
725,01/10/2014,Kalami Kafenion,101.5,L3288,2014-01-10,Food and Beverage
726,01/10/2014,Abila Zacharo,16.12,L7814,2014-01-10,Leisure and Tourism
727,01/10/2014,Brew've Been Served,13.32,L3259,2014-01-10,Food and Beverage
728,01/10/2014,Katerina’s Café,15.76,L3259,2014-01-10,Food and Beverage
729,01/10/2014,Ouzeri Elian,20.46,L3259,2014-01-10,Leisure and Tourism
730,01/10/2014,Coffee Cameleon,11.54,L3295,2014-01-10,Food and Beverage
731,01/10/2014,Gelatogalore,39.4,L3295,2014-01-10,Food and Beverage
732,01/10/2014,Katerina’s Café,21.89,L3295,2014-01-10,Food and Beverage
733,01/10/2014,Brew've Been Served,5.31,L9363,2014-01-10,Food and Beverage
734,01/10/2014,Guy's Gyros,29.81,L9363,2014-01-10,Food and Beverage
735,01/10/2014,Hippokampos,39.89,L9363,2014-01-10,Leisure and Tourism
736,01/10/2014,Guy's Gyros,36.44,L5224,2014-01-10,Food and Beverage
737,01/10/2014,Jack's Magical Beans,5.46,L5224,2014-01-10,Food and Beverage
738,01/10/2014,Chostus Hotel,113.25,L7291,2014-01-10,Leisure and Tourism
739,01/10/2014,Brew've Been Served,17.25,L8566,2014-01-10,Food and Beverage
740,01/10/2014,Guy's Gyros,27.78,L8566,2014-01-10,Food and Beverage
741,01/10/2014,Hippokampos,39.26,L8566,2014-01-10,Leisure and Tourism
742,01/10/2014,Octavio's Office Supplies,139.72,L8566,2014-01-10,Retail and Services
743,01/10/2014,Brew've Been Served,10.72,L9254,2014-01-10,Food and Beverage
744,01/10/2014,Katerina’s Café,25.36,L9254,2014-01-10,Food and Beverage
745,01/10/2014,Hippokampos,32.01,L6886,2014-01-10,Leisure and Tourism
746,01/10/2014,Hippokampos,39.97,L6886,2014-01-10,Leisure and Tourism
747,01/11/2014,Hippokampos,70.23,L7783,2014-01-11,Leisure and Tourism
748,01/11/2014,Hippokampos,67.37,L3191,2014-01-11,Leisure and Tourism
749,01/11/2014,Frydos Autosupply n' More,52.73,L4164,2014-01-11,Manufacturing and Construction
750,01/11/2014,Hippokampos,66.21,L4164,2014-01-11,Leisure and Tourism
751,01/11/2014,Hippokampos,20.87,L4164,2014-01-11,Leisure and Tourism
752,01/11/2014,Ouzeri Elian,69.36,L6267,2014-01-11,Leisure and Tourism
753,01/11/2014,Katerina’s Café,29.17,L1682,2014-01-11,Food and Beverage
754,01/11/2014,Abila Zacharo,89.54,L5947,2014-01-11,Leisure and Tourism
755,01/11/2014,Katerina’s Café,57.36,L5947,2014-01-11,Food and Beverage
756,01/11/2014,Katerina’s Café,12.55,L6119,2014-01-11,Food and Beverage
757,01/11/2014,Hippokampos,63.21,L2070,2014-01-11,Leisure and Tourism
758,01/11/2014,Katerina’s Café,23.45,L4149,2014-01-11,Food and Beverage
759,01/11/2014,Kalami Kafenion,39.36,L6544,2014-01-11,Food and Beverage
760,01/11/2014,Katerina’s Café,17.6,L4424,2014-01-11,Food and Beverage
761,01/11/2014,Kalami Kafenion,23.86,L5259,2014-01-11,Food and Beverage
762,01/11/2014,Guy's Gyros,33.65,L3800,2014-01-11,Food and Beverage
763,01/11/2014,Gelatogalore,17.31,L5553,2014-01-11,Food and Beverage
764,01/11/2014,Katerina’s Café,55.67,L5553,2014-01-11,Food and Beverage
765,01/11/2014,Katerina’s Café,29.1,L3366,2014-01-11,Food and Beverage
766,01/11/2014,Guy's Gyros,55.69,L8148,2014-01-11,Food and Beverage
767,01/11/2014,Katerina’s Café,71.65,L2490,2014-01-11,Food and Beverage
768,01/11/2014,Albert's Fine Clothing,211.47,L2169,2014-01-11,Retail and Services
769,01/11/2014,Hippokampos,23.38,L2169,2014-01-11,Leisure and Tourism
770,01/11/2014,Katerina’s Café,26.02,L9637,2014-01-11,Food and Beverage
771,01/11/2014,Katerina’s Café,33.18,L9637,2014-01-11,Food and Beverage
772,01/11/2014,Abila Zacharo,54.82,L8012,2014-01-11,Leisure and Tourism
773,01/11/2014,Katerina’s Café,45.68,L8012,2014-01-11,Food and Beverage
774,01/11/2014,Kalami Kafenion,50.2,L3288,2014-01-11,Food and Beverage
775,01/11/2014,Katerina’s Café,27.46,L7814,2014-01-11,Food and Beverage
776,01/11/2014,Katerina’s Café,9.78,L3259,2014-01-11,Food and Beverage
777,01/11/2014,Abila Zacharo,45.2,L9363,2014-01-11,Leisure and Tourism
778,01/11/2014,Frydos Autosupply n' More,261.0,L9363,2014-01-11,Manufacturing and Construction
779,01/11/2014,Albert's Fine Clothing,105.33,L5224,2014-01-11,Retail and Services
780,01/11/2014,Katerina’s Café,45.22,L5224,2014-01-11,Food and Beverage
781,01/11/2014,Ahaggo Museum,32.14,L7291,2014-01-11,Leisure and Tourism
782,01/11/2014,Hippokampos,32.63,L7291,2014-01-11,Leisure and Tourism
783,01/11/2014,Ahaggo Museum,89.32,L8566,2014-01-11,Leisure and Tourism
784,01/11/2014,Hippokampos,63.21,L8566,2014-01-11,Leisure and Tourism
785,01/11/2014,Guy's Gyros,16.33,L9254,2014-01-11,Food and Beverage
786,01/12/2014,Hippokampos,31.99,L5777,2014-01-12,Leisure and Tourism
787,01/12/2014,Hippokampos,66.63,L7783,2014-01-12,Leisure and Tourism
788,01/12/2014,Hippokampos,78.21,L3191,2014-01-12,Leisure and Tourism
789,01/12/2014,Desafio Golf Course,160.77,L4164,2014-01-12,Leisure and Tourism
790,01/12/2014,Hippokampos,63.32,L4164,2014-01-12,Leisure and Tourism
791,01/12/2014,Ouzeri Elian,55.55,L6267,2014-01-12,Leisure and Tourism
792,01/12/2014,Katerina’s Café,11.81,L1682,2014-01-12,Food and Beverage
793,01/12/2014,Guy's Gyros,34.41,L1485,2014-01-12,Food and Beverage
794,01/12/2014,Hippokampos,29.41,L5947,2014-01-12,Leisure and Tourism
795,01/12/2014,Kalami Kafenion,26.04,L5947,2014-01-12,Food and Beverage
796,01/12/2014,Hippokampos,8.54,L6119,2014-01-12,Leisure and Tourism
797,01/12/2014,Katerina’s Café,12.64,L6119,2014-01-12,Food and Beverage
798,01/12/2014,Albert's Fine Clothing,63.36,L3014,2014-01-12,Retail and Services
799,01/12/2014,Desafio Golf Course,198.46,L2070,2014-01-12,Leisure and Tourism
800,01/12/2014,Hippokampos,26.79,L2070,2014-01-12,Leisure and Tourism
801,01/12/2014,Ouzeri Elian,38.55,L2070,2014-01-12,Leisure and Tourism
802,01/12/2014,Hippokampos,27.15,L4149,2014-01-12,Leisure and Tourism
803,01/12/2014,Guy's Gyros,42.32,L6544,2014-01-12,Food and Beverage
804,01/12/2014,Hippokampos,12.57,L4424,2014-01-12,Leisure and Tourism
805,01/12/2014,Katerina’s Café,27.09,L4424,2014-01-12,Food and Beverage
806,01/12/2014,Ouzeri Elian,24.72,L5259,2014-01-12,Leisure and Tourism
807,01/12/2014,Shoppers' Delight,204.37,L5259,2014-01-12,Retail and Services
808,01/12/2014,Shoppers' Delight,211.03,L3800,2014-01-12,Retail and Services
809,01/12/2014,Hippokampos,49.23,L3366,2014-01-12,Leisure and Tourism
810,01/12/2014,Kronos Mart,159.06,L8148,2014-01-12,Retail and Services
811,01/12/2014,Shoppers' Delight,86.22,L3572,2014-01-12,Retail and Services
812,01/12/2014,Guy's Gyros,42.78,L2490,2014-01-12,Food and Beverage
813,01/12/2014,Albert's Fine Clothing,195.81,L9637,2014-01-12,Retail and Services
814,01/12/2014,Hippokampos,12.55,L9637,2014-01-12,Leisure and Tourism
815,01/12/2014,Ouzeri Elian,72.32,L8012,2014-01-12,Leisure and Tourism
816,01/12/2014,Shoppers' Delight,135.78,L8012,2014-01-12,Retail and Services
817,01/12/2014,Gelatogalore,36.2,L3288,2014-01-12,Food and Beverage
818,01/12/2014,Kalami Kafenion,14.59,L7814,2014-01-12,Food and Beverage
819,01/12/2014,Katerina’s Café,15.37,L3259,2014-01-12,Food and Beverage
820,01/12/2014,Katerina’s Café,34.1,L9362,2014-01-12,Food and Beverage
821,01/12/2014,Katerina’s Café,67.14,L9362,2014-01-12,Food and Beverage
822,01/12/2014,Shoppers' Delight,51.5,L9362,2014-01-12,Retail and Services
823,01/12/2014,Ahaggo Museum,120.2,L9363,2014-01-12,Leisure and Tourism
824,01/12/2014,Guy's Gyros,34.74,L9363,2014-01-12,Food and Beverage
825,01/12/2014,Hippokampos,52.21,L5224,2014-01-12,Leisure and Tourism
826,01/12/2014,Ouzeri Elian,117.22,L5224,2014-01-12,Leisure and Tourism
827,01/12/2014,Abila Zacharo,11.2,L7291,2014-01-12,Leisure and Tourism
828,01/12/2014,Desafio Golf Course,129.33,L6886,2014-01-12,Leisure and Tourism
829,01/13/2014,Hallowed Grounds,14.11,L5777,2014-01-13,Food and Beverage
830,01/13/2014,Hippokampos,30.51,L5777,2014-01-13,Leisure and Tourism
831,01/13/2014,Ouzeri Elian,28.75,L5777,2014-01-13,Leisure and Tourism
832,01/13/2014,Bean There Done That,7.93,L7783,2014-01-13,Food and Beverage
833,01/13/2014,Gelatogalore,36.93,L7783,2014-01-13,Food and Beverage
834,01/13/2014,Hippokampos,31.59,L7783,2014-01-13,Leisure and Tourism
835,01/13/2014,Abila Zacharo,11.99,L3191,2014-01-13,Leisure and Tourism
836,01/13/2014,Bean There Done That,18.02,L3191,2014-01-13,Food and Beverage
837,01/13/2014,Abila Zacharo,36.14,L4164,2014-01-13,Leisure and Tourism
838,01/13/2014,Albert's Fine Clothing,288.0,L4164,2014-01-13,Retail and Services
839,01/13/2014,Brewed Awakenings,12.69,L4164,2014-01-13,Food and Beverage
840,01/13/2014,Jack's Magical Beans,18.31,L6267,2014-01-13,Food and Beverage
841,01/13/2014,Katerina’s Café,26.15,L6267,2014-01-13,Food and Beverage
842,01/13/2014,Coffee Cameleon,4.88,L1682,2014-01-13,Food and Beverage
843,01/13/2014,Hippokampos,35.73,L1682,2014-01-13,Leisure and Tourism
844,01/13/2014,Abila Zacharo,36.32,L1485,2014-01-13,Leisure and Tourism
845,01/13/2014,Brew've Been Served,12.8,L1485,2014-01-13,Food and Beverage
846,01/13/2014,Shoppers' Delight,216.43,L1485,2014-01-13,Retail and Services
847,01/13/2014,Brewed Awakenings,16.4,L5947,2014-01-13,Food and Beverage
848,01/13/2014,Guy's Gyros,27.49,L5947,2014-01-13,Food and Beverage
849,01/13/2014,Hallowed Grounds,9.16,L6119,2014-01-13,Food and Beverage
850,01/13/2014,Katerina’s Café,37.88,L6119,2014-01-13,Food and Beverage
851,01/13/2014,Katerina’s Café,15.82,L6119,2014-01-13,Food and Beverage
852,01/13/2014,Bean There Done That,19.56,L3014,2014-01-13,Food and Beverage
853,01/13/2014,Ouzeri Elian,29.75,L3014,2014-01-13,Leisure and Tourism
854,01/13/2014,Brewed Awakenings,16.25,L2070,2014-01-13,Food and Beverage
855,01/13/2014,Gelatogalore,26.45,L2070,2014-01-13,Food and Beverage
856,01/13/2014,Hippokampos,31.47,L2070,2014-01-13,Leisure and Tourism
857,01/13/2014,Abila Zacharo,27.3,L4149,2014-01-13,Leisure and Tourism
858,01/13/2014,Albert's Fine Clothing,49.48,L4149,2014-01-13,Retail and Services
859,01/13/2014,Bean There Done That,5.54,L4149,2014-01-13,Food and Beverage
860,01/13/2014,Guy's Gyros,33.48,L6544,2014-01-13,Food and Beverage
861,01/13/2014,Guy's Gyros,37.5,L6544,2014-01-13,Food and Beverage
862,01/13/2014,Hallowed Grounds,19.18,L6544,2014-01-13,Food and Beverage
863,01/13/2014,Bean There Done That,10.37,L4424,2014-01-13,Food and Beverage
864,01/13/2014,Katerina’s Café,8.29,L4424,2014-01-13,Food and Beverage
865,01/13/2014,Katerina’s Café,27.59,L4424,2014-01-13,Food and Beverage
866,01/13/2014,Abila Zacharo,17.41,L5259,2014-01-13,Leisure and Tourism
867,01/13/2014,Brew've Been Served,6.69,L5259,2014-01-13,Food and Beverage
868,01/13/2014,Guy's Gyros,15.84,L5259,2014-01-13,Food and Beverage
869,01/13/2014,Brew've Been Served,8.04,L3800,2014-01-13,Food and Beverage
870,01/13/2014,Guy's Gyros,36.89,L3800,2014-01-13,Food and Beverage
871,01/13/2014,Hippokampos,31.97,L3800,2014-01-13,Leisure and Tourism
872,01/13/2014,Bean There Done That,15.24,L5553,2014-01-13,Food and Beverage
873,01/13/2014,Hippokampos,25.09,L5553,2014-01-13,Leisure and Tourism
874,01/13/2014,Abila Zacharo,23.03,L3366,2014-01-13,Leisure and Tourism
875,01/13/2014,Bean There Done That,18.59,L3366,2014-01-13,Food and Beverage
876,01/13/2014,Abila Zacharo,39.95,L8148,2014-01-13,Leisure and Tourism
877,01/13/2014,Brew've Been Served,4.18,L8148,2014-01-13,Food and Beverage
878,01/13/2014,Carlyle Chemical Inc.,1718.96,L4063,2014-01-13,Retail and Services
879,01/13/2014,Abila Airport,3617.47,L4063,2014-01-13,Transportation and Heavy Industry
880,01/13/2014,Kronos Pipe and Irrigation,2852.74,L4063,2014-01-13,Transportation and Heavy Industry
881,01/13/2014,Maximum Iron and Steel,689.85,L4063,2014-01-13,Transportation and Heavy Industry
882,01/13/2014,Ouzeri Elian,19.82,L4063,2014-01-13,Leisure and Tourism
883,01/13/2014,Brew've Been Served,11.49,L3572,2014-01-13,Food and Beverage
884,01/13/2014,Guy's Gyros,28.57,L3572,2014-01-13,Food and Beverage
885,01/13/2014,Brew've Been Served,18.23,L2490,2014-01-13,Food and Beverage
886,01/13/2014,Abila Airport,4417.03,L2769,2014-01-13,Transportation and Heavy Industry
887,01/13/2014,Abila Airport,2228.08,L2769,2014-01-13,Transportation and Heavy Industry
888,01/13/2014,Brew've Been Served,16.05,L2169,2014-01-13,Food and Beverage
889,01/13/2014,Frydos Autosupply n' More,87.57,L2169,2014-01-13,Manufacturing and Construction
890,01/13/2014,Hippokampos,17.17,L2169,2014-01-13,Leisure and Tourism
891,01/13/2014,Nationwide Refinery,204.58,L9633,2014-01-13,Transportation and Heavy Industry
892,01/13/2014,Stewart and Sons Fabrication,4071.95,L9633,2014-01-13,Manufacturing and Construction
893,01/13/2014,Coffee Cameleon,17.76,L9637,2014-01-13,Food and Beverage
894,01/13/2014,Guy's Gyros,37.37,L9637,2014-01-13,Food and Beverage
895,01/13/2014,Katerina’s Café,35.7,L9637,2014-01-13,Food and Beverage
896,01/13/2014,Katerina’s Café,11.36,L8012,2014-01-13,Food and Beverage
897,01/13/2014,Ouzeri Elian,8.32,L8012,2014-01-13,Leisure and Tourism
898,01/13/2014,Abila Zacharo,64.5,L3288,2014-01-13,Leisure and Tourism
899,01/13/2014,Jack's Magical Beans,5.22,L3288,2014-01-13,Food and Beverage
900,01/13/2014,Hallowed Grounds,13.68,L7814,2014-01-13,Food and Beverage
901,01/13/2014,Katerina’s Café,24.26,L7814,2014-01-13,Food and Beverage
902,01/13/2014,Hallowed Grounds,5.85,L3259,2014-01-13,Food and Beverage
903,01/13/2014,Katerina’s Café,33.11,L3259,2014-01-13,Food and Beverage
904,01/13/2014,Coffee Cameleon,19.93,L9362,2014-01-13,Food and Beverage
905,01/13/2014,Katerina’s Café,29.55,L9362,2014-01-13,Food and Beverage
906,01/13/2014,Katerina’s Café,29.83,L9362,2014-01-13,Food and Beverage
907,01/13/2014,Guy's Gyros,12.76,L9363,2014-01-13,Food and Beverage
908,01/13/2014,Shoppers' Delight,144.4,L9363,2014-01-13,Retail and Services
909,01/13/2014,Gelatogalore,32.83,L5224,2014-01-13,Food and Beverage
910,01/13/2014,Hippokampos,39.63,L5224,2014-01-13,Leisure and Tourism
911,01/13/2014,Jack's Magical Beans,9.64,L5224,2014-01-13,Food and Beverage
912,01/13/2014,Abila Zacharo,8.72,L7291,2014-01-13,Leisure and Tourism
913,01/13/2014,Brew've Been Served,8.0,L7291,2014-01-13,Food and Beverage
914,01/13/2014,Brew've Been Served,18.71,L8566,2014-01-13,Food and Beverage
915,01/13/2014,Guy's Gyros,20.47,L8566,2014-01-13,Food and Beverage
916,01/13/2014,Ouzeri Elian,35.03,L8566,2014-01-13,Leisure and Tourism
917,01/13/2014,Brew've Been Served,19.64,L9254,2014-01-13,Food and Beverage
918,01/13/2014,Guy's Gyros,22.34,L9254,2014-01-13,Food and Beverage
919,01/13/2014,Hippokampos,39.9,L9254,2014-01-13,Leisure and Tourism
920,01/13/2014,Guy's Gyros,29.25,L6886,2014-01-13,Food and Beverage
921,01/13/2014,Hippokampos,29.22,L6886,2014-01-13,Leisure and Tourism
922,01/13/2014,Jack's Magical Beans,17.52,L6886,2014-01-13,Food and Beverage
923,01/14/2014,Kalami Kafenion,16.84,L5777,2014-01-14,Food and Beverage
924,01/14/2014,Ouzeri Elian,15.94,L5777,2014-01-14,Leisure and Tourism
925,01/14/2014,Bean There Done That,7.28,L7783,2014-01-14,Food and Beverage
926,01/14/2014,Hippokampos,39.64,L7783,2014-01-14,Leisure and Tourism
927,01/14/2014,Albert's Fine Clothing,228.72,L3191,2014-01-14,Retail and Services
928,01/14/2014,Bean There Done That,19.37,L3191,2014-01-14,Food and Beverage
929,01/14/2014,Kalami Kafenion,17.38,L3191,2014-01-14,Food and Beverage
930,01/14/2014,Brewed Awakenings,17.14,L4164,2014-01-14,Food and Beverage
931,01/14/2014,Jack's Magical Beans,13.32,L6267,2014-01-14,Food and Beverage
932,01/14/2014,Ouzeri Elian,11.86,L6267,2014-01-14,Leisure and Tourism
933,01/14/2014,Coffee Cameleon,15.63,L1682,2014-01-14,Food and Beverage
934,01/14/2014,Hippokampos,36.01,L1682,2014-01-14,Leisure and Tourism
935,01/14/2014,Brew've Been Served,6.45,L1485,2014-01-14,Food and Beverage
936,01/14/2014,Hippokampos,19.07,L1485,2014-01-14,Leisure and Tourism
937,01/14/2014,Brewed Awakenings,8.3,L5947,2014-01-14,Food and Beverage
938,01/14/2014,Chostus Hotel,109.54,L5947,2014-01-14,Leisure and Tourism
939,01/14/2014,Hippokampos,22.13,L5947,2014-01-14,Leisure and Tourism
940,01/14/2014,Hallowed Grounds,10.75,L6119,2014-01-14,Food and Beverage
941,01/14/2014,Hippokampos,18.81,L6119,2014-01-14,Leisure and Tourism
942,01/14/2014,Katerina’s Café,31.8,L6119,2014-01-14,Food and Beverage
943,01/14/2014,Gelatogalore,10.98,L3014,2014-01-14,Food and Beverage
944,01/14/2014,Hippokampos,10.71,L3014,2014-01-14,Leisure and Tourism
945,01/14/2014,Brewed Awakenings,11.35,L2070,2014-01-14,Food and Beverage
946,01/14/2014,Hippokampos,23.56,L2070,2014-01-14,Leisure and Tourism
947,01/14/2014,Kalami Kafenion,15.15,L2070,2014-01-14,Food and Beverage
948,01/14/2014,Bean There Done That,7.82,L4149,2014-01-14,Food and Beverage
949,01/14/2014,Kalami Kafenion,15.27,L4149,2014-01-14,Food and Beverage
950,01/14/2014,Guy's Gyros,34.26,L6544,2014-01-14,Food and Beverage
951,01/14/2014,Hallowed Grounds,13.0,L6544,2014-01-14,Food and Beverage
952,01/14/2014,Ouzeri Elian,22.3,L6544,2014-01-14,Leisure and Tourism
953,01/14/2014,Guy's Gyros,16.35,L4424,2014-01-14,Food and Beverage
954,01/14/2014,Hallowed Grounds,19.99,L4424,2014-01-14,Food and Beverage
955,01/14/2014,Katerina’s Café,12.65,L4424,2014-01-14,Food and Beverage
956,01/14/2014,Brew've Been Served,11.94,L5259,2014-01-14,Food and Beverage
957,01/14/2014,Guy's Gyros,25.28,L5259,2014-01-14,Food and Beverage
958,01/14/2014,Katerina’s Café,33.54,L5259,2014-01-14,Food and Beverage
959,01/14/2014,Brew've Been Served,8.24,L3800,2014-01-14,Food and Beverage
960,01/14/2014,Gelatogalore,27.26,L3800,2014-01-14,Food and Beverage
961,01/14/2014,Guy's Gyros,12.96,L3800,2014-01-14,Food and Beverage
962,01/14/2014,Guy's Gyros,38.26,L5553,2014-01-14,Food and Beverage
963,01/14/2014,Hallowed Grounds,10.21,L5553,2014-01-14,Food and Beverage
964,01/14/2014,Katerina’s Café,18.35,L5553,2014-01-14,Food and Beverage
965,01/14/2014,Bean There Done That,5.9,L3366,2014-01-14,Food and Beverage
966,01/14/2014,Katerina’s Café,10.03,L3366,2014-01-14,Food and Beverage
967,01/14/2014,Abila Zacharo,8.41,L8148,2014-01-14,Leisure and Tourism
968,01/14/2014,Brew've Been Served,3.66,L8148,2014-01-14,Food and Beverage
969,01/14/2014,Abila Airport,2369.56,L7761,2014-01-14,Transportation and Heavy Industry
970,01/14/2014,Nationwide Refinery,1301.01,L7761,2014-01-14,Transportation and Heavy Industry
971,01/14/2014,Stewart and Sons Fabrication,540.19,L7761,2014-01-14,Manufacturing and Construction
972,01/14/2014,Brew've Been Served,3.21,L3572,2014-01-14,Food and Beverage
973,01/14/2014,Albert's Fine Clothing,50.77,L2490,2014-01-14,Retail and Services
974,01/14/2014,Brew've Been Served,10.96,L2490,2014-01-14,Food and Beverage
975,01/14/2014,Ouzeri Elian,27.32,L2490,2014-01-14,Leisure and Tourism
976,01/14/2014,Abila Airport,228.41,L2769,2014-01-14,Transportation and Heavy Industry
977,01/14/2014,Abila Airport,4898.39,L2769,2014-01-14,Transportation and Heavy Industry
978,01/14/2014,Abila Zacharo,24.87,L2169,2014-01-14,Leisure and Tourism
979,01/14/2014,Brewed Awakenings,12.74,L2169,2014-01-14,Food and Beverage
980,01/14/2014,Frydos Autosupply n' More,42.72,L2169,2014-01-14,Manufacturing and Construction
981,01/14/2014,Carlyle Chemical Inc.,3630.57,L5756,2014-01-14,Retail and Services
982,01/14/2014,Carlyle Chemical Inc.,794.88,L5756,2014-01-14,Retail and Services
983,01/14/2014,Carlyle Chemical Inc.,3470.99,L5756,2014-01-14,Retail and Services
984,01/14/2014,Nationwide Refinery,570.95,L5756,2014-01-14,Transportation and Heavy Industry
985,01/14/2014,Nationwide Refinery,965.72,L9633,2014-01-14,Transportation and Heavy Industry
986,01/14/2014,Stewart and Sons Fabrication,278.52,L9633,2014-01-14,Manufacturing and Construction
987,01/14/2014,Coffee Cameleon,7.84,L9637,2014-01-14,Food and Beverage
988,01/14/2014,Abila Zacharo,10.24,L8012,2014-01-14,Leisure and Tourism
989,01/14/2014,Hallowed Grounds,4.59,L8012,2014-01-14,Food and Beverage
990,01/14/2014,Guy's Gyros,50.4,L3288,2014-01-14,Food and Beverage
991,01/14/2014,Jack's Magical Beans,3.36,L3288,2014-01-14,Food and Beverage
